redVarietal,isVQA,subCategory/description,subCategory/id,consumerRating,featured/0,_isLimitedTimeOffer,regularPrice,isCraft,isDraft,promotionStartDate,whiteVarietal,tastingDescription,_promotionStartDate,_all_featured/0,_all_featured/1,promotionEndDate,sku,isLimitedTimeOffer,_featured/0,image,availableUnits,last_updated,subRegion,unitSize,upc/0,_blacklist,volume,name,style,countryName,isBCCraft,region,status,statusCode,color,grapeType,_regularPrice,isOrganic,storeCount,nameSuffix,alcoholPercentage,productCategory,isExclusive,all_featured/0,all_featured/1,restrictionCode,productSubCategory,namePrefix,countryCode,isOntarioVQA,class/description,class/id,productType,isKosher,_whitelist,inventoryCode,currentPrice,sweetness,isNew,all_promotions/0/urlAlias,all_promotions/0/name,all_promotions/0/promoCode,all_promotions/0/published,all_promotions/0/shortName,promotions/0/urlAlias,promotions/0/name,promotions/0/promoCode,promotions/0/published,promotions/0/shortName,nameSanitized,isBCVQA,_currentPrice,_promotionEndDate,votes,category/description,category/id,upc/1,upc/2,upc/3,upc/4,all_promotions/0,promotions/0,certificates/0,upc/5,upc/6,upc/7,upc/8,upc/9,upc/10,upc/11,upc/12,upc/13,upc/14,_all_featured/2,all_featured/2,upc/15,upc/16,upc/17,upc/18,upc/19,is_special_release,availability_override,upc/20,upc/21,upc/22,certificates/1
,,Italy Wine,1043,3.2,,,14.99,,,,Pinot Gris / Pinot Grigio,"Pronounced bouquet of exotic fruit and wild flower, with a touch of honey. Dry, balanced, fruity flavour with an attractive lingering aftertaste of apples and banana.
",,,,,229542,,,http://www.bcliquorstores.com/files/229542.jpeg,3084,4/4/2019 18:10,Other,1,8.00016E+12,FALSE,0.75,PINOT GRIGIO DELLE VENEZIE - FOLONARI,,Italy,FALSE,Veneto,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,14.99,FALSE,156, FOLONARI,11.5,,FALSE,,,SR,,PINOT GRIGIO DELLE VENEZIE ,IT,,Italy White Wine,1206,White Wine,FALSE,FALSE,0,14.99,0,FALSE,,,,,,,,,,,pinot grigio delle venezie - folonari,,14.99,,53,Wine,1005,6.2699E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,4.4,,TRUE,19.99,,,2019-04-01T00:00:00.000-07:00,Pinot Gris / Pinot Grigio,"91 Points, Wine Scores - ""Consistently on-point, this vintage doles out stewed yellow apples, ripe pear and marzipan with honey, white raisins, lemon meringue and acacia blossoms. It is weighty in the mouth; bitter almond and lemon zest flavours prevail."" (November 2017)
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,151860,TRUE,,http://www.bcliquorstores.com/files/151860.jpeg,1331,4/4/2019 18:10,Other,1,98709436206,FALSE,0.75,PINOT GRIGIO DELLE VENEZIE - KRIS 2017,,Italy,FALSE,Veneto,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,19.99,FALSE,71, KRIS 2017,12.5,,FALSE,On Sale,,SR,,PINOT GRIGIO DELLE VENEZIE ,IT,,Italy White Wine,1206,White Wine,FALSE,FALSE,0,18.49,0,FALSE,,,,,,,,,,,pinot grigio delle venezie - kris 2017,,18.49,2019-04-27T00:00:00.000-07:00,155,Wine,1005,98709436398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,3.9,,,14.99,,,,Pinot Gris / Pinot Grigio,"Yellow with faint green reflections. Floral, fresh and inviting on the nose. The palate confirms the freshness of the nose and reveals good acidity and structure to make this wine surprisingly long with a bouquet of peaches, tropical fruit and grapefruit.
",,,,,564674,,,http://www.bcliquorstores.com/files/564674.jpeg,3926,4/4/2019 18:10,Other,1,8.15132E+11,FALSE,0.75,PINOT GRIGIO DELLE VENEZIE - MASI MODELLO,,Italy,FALSE,Veneto,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,14.99,FALSE,155, MASI MODELLO,12,,FALSE,,,G,,PINOT GRIGIO DELLE VENEZIE ,IT,,Italy White Wine,1206,White Wine,FALSE,FALSE,0,14.99,0,FALSE,,,,,,,,,,,pinot grigio delle venezie - masi modello,,14.99,,94,Wine,1005,8.00206E+12,8.00206E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,3.5,,,14.99,,,,Pinot Gris / Pinot Grigio,"On the palate, this wine is medium bodied, fragrant and elegant, showing a marvelous freshness and balanced roundness. A mineral touch completes a long-lasting finish, with notes of lemon and sage. Fresh and enjoyable, this Pinot Grigio is made from grapes grown in the high-profile regions of Veneto and Friuli. Showing flavours of citrus and green apple, this wine is dry in style and is medium-bodied with juicy acidity. Excellent with seafood.
",,,,,102764,,,http://www.bcliquorstores.com/files/102764.jpeg,4800,4/4/2019 18:10,Other,1,8.00166E+12,FALSE,0.75,PINOT GRIGIO DELLE VENEZIE - RUFFINO LUMINA,,Italy,FALSE,Veneto,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,14.99,FALSE,181, RUFFINO LUMINA,12.5,,FALSE,,,SR,,PINOT GRIGIO DELLE VENEZIE ,IT,,Italy White Wine,1206,White Wine,FALSE,FALSE,0,14.99,0,FALSE,,,,,,,,,,,pinot grigio delle venezie - ruffino lumina,,14.99,,82,Wine,1005,83085903213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,3.6,,TRUE,15.99,,,2019-04-01T00:00:00.000-07:00,Pinot Gris / Pinot Grigio,"This yellow-tinted dry white has rich aromas recalling white and citrus fruits, particularly pears, green apples and oranges. The flavours in the mouth are full, with light tannins and a hint of espresso complementing the juicy, ripe fruits.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,758151,TRUE,,http://www.bcliquorstores.com/files/758151.jpeg,889,4/4/2019 18:10,,1,8.00194E+12,FALSE,0.75,PINOT GRIGIO DELLE VENEZIE - SANTA CRISTINA,,Italy,FALSE,Sicily,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,15.99,FALSE,60, SANTA CRISTINA,12.5,,FALSE,On Sale,,SR,,PINOT GRIGIO DELLE VENEZIE ,IT,,Italy White Wine,1206,White Wine,FALSE,FALSE,0,14.49,0,FALSE,,,,,,,,,,,pinot grigio delle venezie - santa cristina,,14.49,2019-04-27T00:00:00.000-07:00,40,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,3.6,,,19.99,,,,Pinot Gris / Pinot Grigio,"An elegant Pinot Grigio from a single vineyard in the Valpolicella Classico region, Le Rosse is bright, crisp, spicy and round with aromas of almonds, green apples and honey. The supple mouthful of spice, honeydew, apples, citrus and minerals finishes crisp with hints of grapefruit. Savour it with tomato-based pastas.
",,,,,326488,,,http://www.bcliquorstores.com/files/326488.jpeg,1370,4/4/2019 18:10,Other,1,8.00465E+12,FALSE,0.75,PINOT GRIGIO DELLE VENEZIE - TOMMASI LE ROSSE,,Italy,FALSE,Veneto,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,19.99,FALSE,96, TOMMASI LE ROSSE,12,,FALSE,,,G,,PINOT GRIGIO DELLE VENEZIE ,IT,,Italy White Wine,1206,White Wine,FALSE,FALSE,0,19.99,0,FALSE,,,,,,,,,,,pinot grigio delle venezie - tommasi le rosse,,19.99,,52,Wine,1005,8.00465E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,3.5,,,16.99,,,,Pinot Gris / Pinot Grigio,"Unique bottle, great price, fantastic wine! Showing pear, apple and a subtle, delightful floral note on the nose, this wine is clean and refreshing. The sweet apple and pear flavours combined with a brisk acidity make this an ideal wine to serve with seafood.
",,,,,248518,,,http://www.bcliquorstores.com/files/248518.jpeg,1286,4/4/2019 18:10,Other,1,21893795088,FALSE,0.75,PINOT GRIGIO DELLE VENEZIE - VOGA,,Italy,FALSE,Veneto,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,16.99,FALSE,100, VOGA,13,,FALSE,,,SR,,PINOT GRIGIO DELLE VENEZIE ,IT,,Italy White Wine,1206,White Wine,FALSE,FALSE,0,16.99,0,FALSE,,,,,,,,,,,pinot grigio delle venezie - voga,,16.99,,51,Wine,1005,8.00363E+12,3625070496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,3.7,,,20.99,,,,Pinot Gris / Pinot Grigio,"Delicate aromas and flavours of baked kiwi, apple and nectarine and delicate minty spices with a silky, bright, dry-yet-fruity light-to-medium body and a smooth, refreshing, breezy ripe apple and sweet cream finish. A very tasty and appetizing pinot with nice balance and sense of place.
",,,,,537597,,,http://www.bcliquorstores.com/files/537597.jpeg,835,4/4/2019 18:10,,1,8.02894E+12,FALSE,0.75,PINOT GRIGIO TERRE DI CHIETI -  ZACCAGNINI TRALCETTO 2017,,Italy,FALSE,Other Italy Central,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,20.99,,63,  ZACCAGNINI TRALCETTO 2017,12.5,,FALSE,,,SR,,PINOT GRIGIO TERRE DI CHIETI ,IT,,Italy White Wine,1206,White Wine,,FALSE,0,20.99,0,FALSE,,,,,,,,,,,pinot grigio terre di chieti -  zaccagnini tralcetto 2017,,20.99,,15,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Italy Wine,1043,4,,,19.99,,,,Pinot Gris / Pinot Grigio,"This blend of Pinot Grigio and Verduzzo grapes is a pale yellow colour with aromas of ripe tropical fruit and flowers. The creamy, rich mouth is full of ripe pear, tropical fruit and mineral flavours that lead to a refreshing finish.
",,,,,244681,,,http://www.bcliquorstores.com/files/244681.jpeg,3702,4/4/2019 18:10,Other,1,8.00206E+12,FALSE,0.75,PINOT GRIGIO VERDUZZO DELLE VENEZIE -  MASI MASIANCO,,Italy,FALSE,Veneto,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,19.99,FALSE,148,  MASI MASIANCO,13,,FALSE,,,G,,PINOT GRIGIO VERDUZZO DELLE VENEZIE ,IT,,Italy White Wine,1206,White Wine,FALSE,FALSE,0,19.99,0,FALSE,,,,,,,,,,,pinot grigio verduzzo delle venezie -  masi masianco,,19.99,,76,Wine,1005,3.04906E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Australia Wine,1026,4.2,,,14.99,,,,Pinot Gris / Pinot Grigio,"This Pinot Gris has delicate and complex aromas of pear and cinnamon spice, the flavours are explosive, showing concentrated apricot and tree fruits with a textured and luscious finish.
",,,,,692509,,,http://www.bcliquorstores.com/files/692509.jpeg,0,4/4/2019 18:10,,1,9.31104E+12,TRUE,0.75,PINOT GRIS - EDDYSTONE POINT TASMANIA 2013,,Australia,FALSE,Tasmania,4,4,WHITE,PINOT GRIS/PINOT GRIGIO,14.99,,, EDDYSTONE POINT TASMANIA 2013,13.5,,FALSE,,,ST,,PINOT GRIS ,AU,,Australia White Wine,1071,White Wine,,FALSE,2,14.99,0,FALSE,,,,,,,,,,,pinot gris - eddystone point tasmania 2013,,14.99,,18,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Zealand Wine,1044,4.1,,TRUE,21.99,,,2019-04-01T00:00:00.000-07:00,Pinot Gris / Pinot Grigio,"This Pinot Gris continues to satisfy Gris lovers with its luscious pear and honeysuckle characters, and touch of spicy complexity. Off-dry in style, this wine has a refreshing and lively palate, and a perfect partner in crime to enjoy with a delicious red duck curry.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,629279,TRUE,,http://www.bcliquorstores.com/files/629279.jpeg,342,4/4/2019 18:10,,1,9.4219E+12,FALSE,0.75,PINOT GRIS - HA HA HAWKES BAY 2016,,New Zealand,FALSE,Hawkes Bay,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,21.99,FALSE,28, HA HA HAWKES BAY 2016,13,,FALSE,On Sale,,ST,,PINOT GRIS ,NZ,,New Zealand White Wine,1220,White Wine,FALSE,FALSE,0,19.99,1,FALSE,,,,,,,,,,,pinot gris - ha ha hawkes bay 2016,,19.99,2019-04-27T00:00:00.000-07:00,6,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Zealand Wine,1044,3,Savvy Savings,TRUE,19.99,,,2019-04-01T00:00:00.000-07:00,Pinot Gris / Pinot Grigio,"Delicious ripe quince and pears combined with a hint of peaches and cream from the malolactic influence. It features an intense aroma of ripe pear, melon and apples with appealing floral notes. This versatile wine pairs well with Asian dishes, light seafood, poultry dishes and pastas.
",2019-04-01T00:00:00.000-07:00,Savvy Savings,On Sale,2019-04-27T00:00:00.000-07:00,150144,TRUE,Savvy Savings,http://www.bcliquorstores.com/files/150144.jpeg,6907,4/4/2019 18:10,,1,9.41923E+12,FALSE,0.75,PINOT GRIS - KIM CRAWFORD MARLBOROUGH 2017,,New Zealand,FALSE,Marlborough,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,19.99,FALSE,178, KIM CRAWFORD MARLBOROUGH 2017,13,,FALSE,Savvy Savings,On Sale,SR,,PINOT GRIS ,NZ,,New Zealand White Wine,1220,White Wine,FALSE,FALSE,0,17.99,0,FALSE,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,pinot gris - kim crawford marlborough 2017,,17.99,2019-04-27T00:00:00.000-07:00,153,Wine,1005,6.89352E+11,9.41923E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USA Wine,1052,3.8,,,26.99,,,,Pinot Gris / Pinot Grigio,"91 Points, Wine Enthusiast - ""King Estate consistently delivers, and this is a delicious, creamy, textural wine. Full-throttle fruit combines lemon, lime, pineapple and candied citrus rind, underscored by refreshing minerality. Give it a slight chill and drink now through 2020."" (December 2017)
",,,,,419671,,,http://www.bcliquorstores.com/files/419671.jpeg,938,4/4/2019 18:10,,1,7.68676E+11,FALSE,0.75,PINOT GRIS - KING ESTATE WILLAMETTE 2016,,USA,FALSE,Oregon,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,26.99,FALSE,51, KING ESTATE WILLAMETTE 2016,12.9,,FALSE,,,SR,,PINOT GRIS ,US,,USA White Wine,1279,White Wine,FALSE,FALSE,0,26.99,0,FALSE,,,,,,,,,,,pinot gris - king estate willamette 2016,,26.99,,39,Wine,1005,7.68676E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Zealand Wine,1044,4.6,,TRUE,16.49,,,2019-04-01T00:00:00.000-07:00,Pinot Gris / Pinot Grigio,"This Kono Pinot Gris is a fresh and vibrant expression of the variety that is dominated by ripe pears, apples and exotic spices. Clean and fruit driven the wine is also given weight and texture on the palate through extended lees stirring, all leading to a lingering, attractive dry finish. 
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,472225,TRUE,,http://www.bcliquorstores.com/files/472225.jpeg,357,4/4/2019 18:10,,1,9.421E+12,FALSE,0.75,PINOT GRIS - KONO GISBORNE,,New Zealand,FALSE,Other New Zealand,3,3,WHITE,PINOT GRIS/PINOT GRIGIO,16.49,FALSE,44, KONO GISBORNE,13.5,,FALSE,On Sale,,SR,,PINOT GRIS ,NZ,,New Zealand White Wine,1220,White Wine,FALSE,FALSE,0,13.97,0,FALSE,,,,,,,,,,,pinot gris - kono gisborne,,13.97,2019-04-27T00:00:00.000-07:00,151,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Zealand Wine,1044,3.6,,TRUE,18.99,,,2019-04-01T00:00:00.000-07:00,Pinot Gris / Pinot Grigio,"Aromatic and flavourful notes of tree ripened pears, laced with white florals, tangerine and ginger spice. A blushing white with a rich exotic palate and the perfect counterpoint dry, long, spicy finish. A very versatile food wine for seafood and Asian fare.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,854240,TRUE,,http://www.bcliquorstores.com/files/854240.jpeg,1129,4/4/2019 18:10,,1,8.53076E+11,FALSE,0.75,PINOT GRIS - MARISCO THE NED MARLBOROUGH,,New Zealand,FALSE,Other New Zealand,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,18.99,FALSE,78, MARISCO THE NED MARLBOROUGH,13.5,,FALSE,On Sale,,SR,,PINOT GRIS ,NZ,,New Zealand White Wine,1220,White Wine,FALSE,FALSE,0,16.99,0,FALSE,,,,,,,,,,,pinot gris - marisco the ned marlborough,,16.99,2019-04-27T00:00:00.000-07:00,59,Wine,1005,9.4219E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Zealand Wine,1044,4.1,,TRUE,15.99,,,2019-04-01T00:00:00.000-07:00,Pinot Gris / Pinot Grigio,"Gisborne can be found on the most easterly edge of New Zealand’s North Island. Its moderate climate, cooling sea breezes and plenty of sunshine produces an incredibly aromatic Pinot Gris. This Matua Gisborne Pinot Gris is full of deliciously ripe orchard fruit flavours balanced by delicate citrus blossom.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,609263,TRUE,,http://www.bcliquorstores.com/files/609263.jpeg,944,4/4/2019 18:10,,1,9.41531E+12,FALSE,0.75,PINOT GRIS - MATUA GISBORNE,,New Zealand,FALSE,Other New Zealand,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,15.99,FALSE,69, MATUA GISBORNE,13,,FALSE,On Sale,,SR,,PINOT GRIS ,NZ,,New Zealand White Wine,1220,White Wine,FALSE,FALSE,0,12.99,0,FALSE,,,,,,,,,,,pinot gris - matua gisborne,,12.99,2019-04-27T00:00:00.000-07:00,29,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,France Wine,1037,4.5,,,33.99,,,,Pinot Gris / Pinot Grigio,"90 Points, Wine Spectator: “Peach, quince and yellow apple fruit bounces along, with a flash of verbena adding more energy on the finish. Marsanne. Drink now."" (October 2018) 
",,,,,147280,,,http://www.bcliquorstores.com/files/147280.jpeg,393,4/4/2019 18:10,,1,3.85513E+12,FALSE,0.75,PINOT GRIS - PFAFFENHEIM GRAND CRU STEINERT 2012,,France,FALSE,Alsace,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,33.99,FALSE,34, PFAFFENHEIM GRAND CRU STEINERT 2012,13.5,,FALSE,,,SR,,PINOT GRIS ,FR,,France White Wine,1155,White Wine,FALSE,FALSE,0,33.99,1,FALSE,,,,,,,,,,,pinot gris - pfaffenheim grand cru steinert 2012,,33.99,,64,Wine,1005,3.18514E+12,3.18513E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,France Wine,1037,4.4,,,22.99,,,,Pinot Gris / Pinot Grigio,"This golden-hued Alsatian wine shows floral and jammy notes along with the smoky aromas characteristic of this grape variety. Full-bodied with a strong attack on the palate, this is a well-balanced Pinot Gris with a touch of acidity that adds freshness and volume to the wine.
",,,,,616144,,,http://www.bcliquorstores.com/files/616144.jpeg,1455,4/4/2019 18:10,,1,3.18513E+12,FALSE,0.75,PINOT GRIS - PFAFFENHEIM PFAFF 2017,,France,FALSE,Alsace,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,22.99,FALSE,116, PFAFFENHEIM PFAFF 2017,13,,FALSE,,,SR,,PINOT GRIS ,FR,,France White Wine,1155,White Wine,FALSE,FALSE,0,22.99,1,FALSE,,,,,,,,,,,pinot gris - pfaffenheim pfaff 2017,,22.99,,61,Wine,1005,3.18513E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,France Wine,1037,4.3,,,24.49,,,,Pinot Gris / Pinot Grigio,"Aromas of honey and citrus compliment this Pinot Gris with an ample texture. The off-dry wine is well-balanced, with a strong finish. A traditional Alsace dish like Quiche Lorraine would make a wonderful accompaniment, and this wine also goes well with strong, creamy cheeses. 
",,,,,442491,,,http://www.bcliquorstores.com/files/442491.jpeg,15,4/4/2019 18:10,,1,8.59333E+11,FALSE,0.75,PINOT GRIS - THE FURST 2012,,France,FALSE,Alsace,3,3,WHITE,PINOT GRIS/PINOT GRIGIO,24.49,FALSE,6, THE FURST 2012,13,,FALSE,,,ST,,PINOT GRIS ,FR,,France White Wine,1155,White Wine,FALSE,FALSE,1,24.49,2,FALSE,,,,,,,,,,,pinot gris - the furst 2012,,24.49,,37,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Zealand Wine,1044,4.1,,,19.29,,,,Pinot Gris / Pinot Grigio,"On the palate the wine is soft and textured, leading to a finely balanced, off-dry finish. The fruit for this wine was grown on New Zealand's East Coast, in the Marlborough, Gisborne and Hawkes Bay winegrowing regions. Enjoy with soft cheeses, salads and white meats.
",,,,,217349,,,http://www.bcliquorstores.com/files/217349.jpeg,1838,4/4/2019 18:10,,1,9.41442E+12,FALSE,0.75,PINOT GRIS - VILLA MARIA PRIVATE BIN EAST COAST,,New Zealand,FALSE,Other New Zealand,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,19.29,FALSE,73, VILLA MARIA PRIVATE BIN EAST COAST,13,,FALSE,,,SR,,PINOT GRIS ,NZ,,New Zealand White Wine,1220,White Wine,FALSE,FALSE,0,19.29,1,FALSE,,,,,,,,,,,pinot gris - villa maria private bin east coast,,19.29,,73,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Zealand Wine,1044,3.3,BCL Select,TRUE,14.99,,,2019-04-01T00:00:00.000-07:00,Pinot Gris / Pinot Grigio,"Bold, fresh and full of life, this Wise Owl Pinot Gris is sure to delight. Pear and peach aromas with floral finish. Match with fish, white meats and salads.
",2019-04-01T00:00:00.000-07:00,BCL Select,BCL Select,2019-04-27T00:00:00.000-07:00,18312,TRUE,BCL Select,http://www.bcliquorstores.com/files/18312.jpeg,5708,4/4/2019 18:10,,1,9.41442E+12,FALSE,0.75,PINOT GRIS - WISE OWL EAST COAST,,New Zealand,FALSE,Other New Zealand,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,14.99,FALSE,194, WISE OWL EAST COAST,13,,TRUE,BCL Select,BCL Select,C,,PINOT GRIS ,NZ,,New Zealand White Wine,1220,White Wine,FALSE,FALSE,0,13.49,1,FALSE,/promotion/2019-apr-bcl-select,BCL Select,2019APRBCLSELECT,TRUE,BCL Select,/promotion/2019-apr-bcl-select,BCL Select,2019APRBCLSELECT,TRUE,BCL Select,pinot gris - wise owl east coast,,13.49,2019-04-27T00:00:00.000-07:00,35,Wine,1005,,,,,,,,,,,,,,,,,,On Sale,On Sale,,,,,,,,,,,
,,France Wine,1037,5,,,73.99,,,,Pinot Gris / Pinot Grigio,"95 Points, James Suckling: ""Love the walnut and spice character to this with dried-lemon and smoke undertones. Full-bodied and lightly sweet with lots of gorgeous fruit and a long, tangy finish. So much here. Made from biodynamically grown grapes. Drink now."" (December 2016)
",,,,,279786,,,http://www.bcliquorstores.com/files/279786.jpeg,6,4/4/2019 18:10,,1,3.76016E+12,FALSE,0.75,PINOT GRIS - ZIND HUMBRECHT HEIMBOURG 2014,,France,FALSE,Alsace,3,3,WHITE,PINOT GRIS/PINOT GRIGIO,73.99,FALSE,2, ZIND HUMBRECHT HEIMBOURG 2014,15,,FALSE,,,SM,,PINOT GRIS ,FR,,France White Wine,1155,White Wine,FALSE,FALSE,1,73.99,0,FALSE,,,,,,,,,,,pinot gris - zind humbrecht heimbourg 2014,,73.99,,4,Wine,1005,3.76016E+12,3.76016E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Australia Wine,1026,4.5,,TRUE,15.99,,,2019-04-01T00:00:00.000-07:00,Pinot Gris / Pinot Grigio,"This cool climate white blend is as pretty as its label. Fragrant and refined with classic pear, honey and spice, a silky palate and balanced acidity. An impeccable and versatile table companion.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,569301,TRUE,,http://www.bcliquorstores.com/files/569301.jpeg,652,4/4/2019 18:10,,1,9.30075E+12,FALSE,0.75,PINOT GRIS AND FRIENDS - LA BOHEME YARRRA VALLEY 2016,,Australia,FALSE,Victoria,3,3,WHITE,PINOT GRIS/PINOT GRIGIO,15.99,FALSE,53, LA BOHEME YARRRA VALLEY 2016,13,,FALSE,On Sale,,ST,,PINOT GRIS AND FRIENDS ,AU,,Australia White Wine,1071,White Wine,FALSE,FALSE,0,12.97,0,FALSE,,,,,,,,,,,pinot gris and friends - la boheme yarrra valley 2016,,12.97,2019-04-27T00:00:00.000-07:00,13,Wine,1005,9.30075E+12,9.30075E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,France Wine,1037,4.7,,,155.99,,,,Pinot Gris / Pinot Grigio,"98 Points, James Suckling - ""The most powerful and deepest Pinot Gris of this vintage from Zind Humbrecht with a ton of smoke, creme-brulee and mushroom character...It is properly dry and has a wonderful liveliness at the finish. Drink or hold."" (May 2018)
",,,,,486688,,,http://www.bcliquorstores.com/files/486688.jpeg,4,4/4/2019 18:10,,1,3.76016E+12,FALSE,0.75,PINOT GRIS GC RANGEN CLOS ST URBAIN - DOM ZIND HUMBRECHT 16,,France,FALSE,Alsace,3,3,WHITE,PINOT GRIS/PINOT GRIGIO,155.99,FALSE,1, DOM ZIND HUMBRECHT 16,14.5,,FALSE,,,SM,,PINOT GRIS GC RANGEN CLOS ST URBAIN ,FR,,France White Wine,1155,White Wine,FALSE,FALSE,0,155.99,0,FALSE,,,,,,,,,,,pinot gris gc rangen clos st urbain - dom zind humbrecht 16,,155.99,,10,Wine,1005,3.76016E+12,9.41959E+12,3.76016E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,France Wine,1037,0,,,84.99,,,,Pinot Gris / Pinot Grigio,"94 Points, Wine Enthusiast - ""Something vivid and bright gives an unusually light step to this Alsace Pinot Gris. Notes of flesh and skin of ripe russet pear play on the nose. On the dry palate they attain extra purity, guided by lemon freshness..."" (August 2018) 
",,New Product,,,636829,,,http://www.bcliquorstores.com/files/636829.jpeg,6,4/4/2019 18:10,,1,3.76016E+12,FALSE,0.75,PINOT GRIS ZIND HUMBRECHT ROTENBERG 2016,,France,FALSE,Alsace,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,84.99,FALSE,1,PINOT GRIS ZIND HUMBRECHT ROTENBERG 2016,12.5,,FALSE,New Product,,SM,,,FR,,France White Wine,1155,White Wine,FALSE,FALSE,0,84.99,0,TRUE,,,,,,,,,,,pinot gris zind humbrecht rotenberg 2016,,84.99,,0,Wine,1005,8.31906E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,Germany Wine,1039,4.4,,,40.99,,,,,"91 Points, James Suckling - ""A remarkable wine for a basic bottling with spicy-earthy character and a solid core of polished tannins. Only at the finish is there a slight rusticity. Delicious now, but will be good at least through 2023."" (April 2018)
",,,,,196069,,,http://www.bcliquorstores.com/files/196069.jpeg,0,4/4/2019 18:10,,1,4.01876E+12,FALSE,0.75,PINOT NOIR  DRY - WEINGUT KUNSTLER,,Germany,FALSE,Rheingau,2,2,RED,PINOT NOIR,40.99,FALSE,, WEINGUT KUNSTLER,13.5,,FALSE,,,SR,,PINOT NOIR  DRY ,DE,,Germany Red Wine,1162,Red Wine,FALSE,FALSE,0,40.99,NA,FALSE,,,,,,,,,,,pinot noir  dry - weingut kunstler,,40.99,,7,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
