name,summary,sku,url,country,region,style,grape,rating,tasting_notes,food_pairings,price
Jackson-Triggs BC VQA Chardonnay 1.5 L,Jackson-Triggs Proprietors' Selection Chardonnay 1.5L,182501,https://www.everythingwine.ca/jt-proprietors-chard-1-5l,Canada,Canada,White,Chardonnay,,,,$18.98 
Zenato  Lugana San Benedetto Trebbiano 750 ml,Zenato  Lugana San Benedetto Trebbiano 750 ml,182691,https://www.everythingwine.ca/zenato-lugana-san-benedetto,Italy,Veneto,White,Trebbiano,,,,$27.98 
Dr Zenzen Kabinett Riesling 750 mL,Dr Zenzen Kabinett Riesling 750 mL,183962,https://www.everythingwine.ca/dr-zenzen-kabinett,Germany,Rheingau,White,Riesling,,"A delightful fruity and light white wine displays wonderful, green apple and honeysuckle scents on the nose. The palate is rich in flavors of green and red apples in an off-dry style. Balanced with moderate acidity.","Goes well with light foods such as chicken, seafood, and pasta dishes. Also delightful as a refreshing cocktail before meals or at parties.",$20.98 
Pieropan Soave Classico DOC Garganega/Trebbiano 750ml,Pieropan Soave Classico DOC Garganega/Trebbiano 750ml,18804,https://www.everythingwine.ca/pieropan-soave-classico,Italy,Veneto - Soave,White,White Blend,,,,$28.98 
Mission Hill Family Estate Reserve  Chardonnay 750 mL,Mission Hill Family Estate Reserve  Chardonnay 750ml,18812,https://www.everythingwine.ca/mh-rsv-chardonnay,Canada,BC - Okanagan Valley,White,Chardonnay,,,,$21.99 
Santa Cristina  Campogrande Orvieto Classico  750 mL,Santa Cristina  Campogrande Orvieto Classico  750 mL,18838,https://www.everythingwine.ca/campogrande-orvieto,Italy,Umbria - Orvieto,White,White Blend,,,,$15.98 
Exun Piesporter Treppchen Riesling 750ml,Exun Piesporter Treppchen750ml,189134,https://www.everythingwine.ca/exun-piesporter-treppchen,Germany,Mosel,White,White Blend,,,,$15.99 
Cakebread Cellars Napa Valley Chardonnay  750 mL,Cakebread Cellars Napa Valley Chardonnay 2010 750 mL,191437,https://www.everythingwine.ca/cakebread-chardonnay,USA,California - Carneros,White,Chardonnay,,"A refreshing twist on the classic California Chardonnay, Cakebread employs a mix of barrel and stainless steel, with almost no malolactic fermentation. The result is a delightful Chardonnay that is more reminiscent of Chablis than Napa, crisp and un-butte","Pairs with Caesar salad, smoked salmon and sushi, among many other things!",$68.99 
Louis Jadot Savigny-les-Beaune Clos Des Guettes 2013 750 mL,Jadot Clos Des Guettes Chardonnay 750mL,192468,https://www.everythingwine.ca/jadot-clos-des-guettes,France,Burgundy - Savigny Les Beaune,White,Chardonnay,,,,$68.98 
Stoneboat Vineyards Chorus White Blend 750 mL,Stoneboat Vineyards Chorus White Blend 750 mL,194167,https://www.everythingwine.ca/stoneboat-chorus,Canada,BC - Okanagan Valley,White,White Blend,,"Bringing together all of the delicious fruit of an Okanagan summer, this highly aromatic blend is loaded with melon, peach, and green apple flavours. Medium-bodied with balanced acidity, and layered with a mineral tone which leaves a refreshingly long, pleasant finish.",,$19.89 
Kim Crawford East Coast Chardonnay 750 mL,Kim Crawford East Coast Unoaked Chardonnay 750 ml,195172,https://www.everythingwine.ca/kim-crawford-chardonnay,New Zealand,Marlborough,White,Chardonnay,,"An approachable and full-bodied Chardonnay that shows great length and persistence. Ripe stonefruit, butterscotch, and citrus characters show through well, in a style uncluttered by oak.","A great match for seafood, white meats, and “fusion” food.",$19.99 
Villa Maria Cellar Sellection Sauvignon Blanc 750 mL,Villa Maria Cellar Sellection Sauvignon Blanc 750 mL,196006,https://www.everythingwine.ca/villa-maria-cellar-sel-sauv-b,New Zealand,Marlborough,White,Sauvignon Blanc,,,,$21.98 
Canaletto  Pinot Grigio 750 mL,Canaletto  Pinot Grigio 750 mL,196915,https://www.everythingwine.ca/canaletto-pinot-grigio,Italy,Friuli-Venezia Giulia,White,Pinot Grigio,,,,$16.98 
Woodbridge by Robert Mondavi Pinot Grigio 750 mL,Woodbridge  Pinot Grigio 750 ml,197186,https://www.everythingwine.ca/woodbridge-pinot-grigio,USA,California,White,Pinot Grigio,,"Pale straw colour; lemon and grapefruit aromas with a hint of vanilla; light bodied with a fresh, grassy finish.",,$13.99 
Whitehaven Pinot Gris 750 mL,Whitehaven Pinot Gris 750ml,198887,https://www.everythingwine.ca/whitehaven-pinot-gris,New Zealand,Marlborough,White,Pinot Gris,,"The aromas on the Whitehaven Pinot Gris are of ripe pear and quince fruit flavours, with hints of talc, cinnamon and nutmeg spice. A medium bodied wine with a soft, supple texture supporting the fresh fruit and spice flavours that persist on the long, crisp finish.","This Pinot Gris is made to be best enjoyed with food. We recommend dishes featuring smoked salmon, mushrooms or light game. Pasta and egg dishes also should match well.",$21.98 
Greywacke Vineyards Wild Ferment Sauvignon Blanc 750 mL,Greywacke Vineyards Wild Ferment Sauvignon Blanc 750 ml,198960,https://www.everythingwine.ca/greywacke-wild-sauvignon-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,,,,$39.98 
Jackson-Triggs  Proprietors' Selection Sauvignon Blanc 4.0 L,Jackson-Triggs  Proprietors' Selection Sauvignon Blanc 4L,201384,https://www.everythingwine.ca/jt-proprietors-sauv-blanc-4l,Canada,Canada,White,Sauvignon Blanc,,,,$36.49 
Jackson-Triggs Proprietors' Selection Chardonnay 4.0 L,Jackson-Triggs Proprietors' Selection Chardonnay 4L,201467,https://www.everythingwine.ca/jt-proprietors-chardonnay-4l,Canada,Canada,White,Chardonnay,,"Pale straw colour; light vanilla/oak & fruit aroma; ripe apple in flavour, dry wine with a touch of spice in the finish.",,$39.49 
Oveja Negra Reserva Sauvignon Blanc/Carmenere 750 mL,Oveja Negra Sauvignon Blanc/Carmenere Reserva 750 mL,201566,https://www.everythingwine.ca/oveja-negra-rsv-sauv-carm,Chile,Maule Valley,White,White Blend,,,,$15.99 
Crane Lake Pinot Grigio 750 mL,"Crane Lake Pinot Grigio is an exciting new white from California! Not your typical crisp and dry Italian style, Crane Lake is ripe and fruity with a touch of sweetness. A great sipping wine or the perfect accompaniment to chicken with pineapple salsa.",202127,https://www.everythingwine.ca/crane-lake-pinot-grigio,USA,California,White,Pinot Grigio,,"Light in color, this Pinot Grigio has aromas of pineapple and pear. Complex flavors include green apple, citrus and melon. Clean, soft finish.","This wine can be sipped by itself, or enjoyed with a variety of foods. For starters, this wine goes well with steamed clams, crab cakes and scallop bisque. For the main course, one might try pork tenderloin, roasted chicken, seared Ahi Tuna or pasta in a cream sauce.",$13.99 
Apothic White Blend 750 mL,Apothic White Blend 750ml,202549,https://www.everythingwine.ca/apothic-white,USA,California,White,White Blend,87%,"Our latest release brings tropical aromas and flavors together with hints of spice, creating an enchanting white blend.    Apothic White is an approachable blend that combines Chardonnay, Riesling and Moscato to create a luscious, vibrant wine in the bold",,$15.49 
Merryvale Silhouette Chardonnay  750 mL,Merryvale Silhouette Chardonnay  750 ml,204461,https://www.everythingwine.ca/merryvale-silhouette-chard,USA,California - Napa Valley,White,Chardonnay,,,,$100.98 
Wild Olive Chenin Blanc 750 mL,Wild Olive Chenin Blanc 750 mL,205922,https://www.everythingwine.ca/wild-olive-chenin-blanc,South Africa,Coastal,White,Chenin Blanc,,,,$12.29 
Jackson-Triggs  Proprietors' Selection Pinot Grigio 750 mL,Jackson-Triggs  Proprietors' Selection Pinot Grigio 750ml,206201,https://www.everythingwine.ca/jt-proprietors-pinot-grigio,Canada,Canada,White,Pinot Grigio,,"Pale straw colour; light vanilla/oak & fruit aroma; ripe apple in flavour, dry wine with a touch of spice in the finish.",,$9.99 
Miopasso Fiano 750ml,Miopasso Fiano 750ml,207357,https://www.everythingwine.ca/miopasso-fiano,Italy,Sicily,White,Fiano,,,,$23.98 
Sacred Hill Marlborough  Sauvignon Blanc 750 mL,Sacred Hill Marlborough Vineyards Sauvignon Blanc 750 ml,207662,https://www.everythingwine.ca/sacred-hill-sauvignon-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,,,,$26.98 
Ruby Blues Winery White Stilletto White Blend 750 mL,Ruby Blues Winery White Stilletto 750ml,209833,https://www.everythingwine.ca/ruby-blues-white-stilletto,Canada,BC - Okanagan Valley,White,White Blend,,,,$20.29 
Peter Mertes 'BREE'  Riesling 750 mL,Peter Mertes 'BREE'  Riesling 750 mL,210807,https://www.everythingwine.ca/peter-mertes-bree-riesling,Germany,Mosel,White,Riesling,,,,$12.99 
Michel Torino Cuma Organic Torrontes 750 mL,"Michel Torino Cuma Torrontes, organic 750 ml",213389,https://www.everythingwine.ca/michel-torino-cuma-torrontes,Argentina,Salta,White,Torrontes,,,,$12.49 
Cal Y Canto White Viura/Verdejo 750ml,Cal Y Canto White Viura/Verdejo 750ml,215319,https://www.everythingwine.ca/cal-y-canto-white-blend,Spain,Tierra de Castilla,White,White Blend,80%,"This wine has a seductive nose of white peach, apricot and hints of lime blossom. On the palate flavors of lime, lemon, peach, wet stone and minerals dominate this lively, crisp white wine.","The perfect match for oysters, clams and seafood stew.",$11.98 
Mission Ridge Premium Dry White White Blend 4.0 L,Mission Ridge Premium Dry White 4 L,215525,https://www.everythingwine.ca/mr-premium-dry-white-4l,Canada,Canada,White,White Blend,,,,$31.49 
Monte Del Fra Ca Del Magro White Blend 750ml,Monte Del Fra Ca Del Magro White Blend 750ml,216077,https://www.everythingwine.ca/monte-del-fra-ca-del-magro,Italy,Veneto,White,White Blend,,,,$21.99 
Finca Munoz Macabeo - Verdejo 750 mL,Finca Munoz Macabeo - Verdejo 750 mL,216713,https://www.everythingwine.ca/finca-munoz-macabeo-verdejo,Spain,Castilla Y Leon,White,White Blend,,"Straw lemon in color with metallic tastes from brass. Intense aroma that is a mix of fruit notes (apricot, pear...) with lots of floral aromas. The palate is fresh, and fruit-bearing with a rich flavour. Persistent and balanced.",,$14.98 
Villa Maria Private Bin Pinot Gris 750 mL,Villa Maria Estate Pinot Gris 750 mL,217349,https://www.everythingwine.ca/villa-maria-pinot-gris,New Zealand,Marlborough,White,Pinot Gris,,,,$19.29 
Zellenberg Riesling 750ml,Zellenberg Riesling 750ml,217430,https://www.everythingwine.ca/zellenberg-riesling,France,Alsace,White,Riesling,,,,$33.98 
San Pedro Gato Negro Sauvignon Blanc 750 mL,Gato Negro Sauvignon Blanc 750 mL,219048,https://www.everythingwine.ca/gato-negro-sauv-blanc,Chile,Aconcagua Valley,White,Sauvignon Blanc,,,,$9.98 
Girard Winery Russian River Chardonnay 750 mL,Girard Winery Russian River Chardonnay 750 mL,21972,https://www.everythingwine.ca/girard-chardonnay,USA,California - Russian River,White,Chardonnay,,,,$42.98 
Lindemans Bin 85  Pinot Grigio 750 mL,"The Lindemans Bin 85 Pinot Grigio is part of the Bin series which are world renowned for their approachable and fruit-driven style. This customer favourite is characterised by a lovely amalgam of floral and tropical notes with distinctive green apple and nashi pear flavours, finishing with grapefruit acidity that creates a clean and lengthy finish.",220459,https://www.everythingwine.ca/lindemans-bin-85-pinot-grigio,Australia,South Eastern Australia,White,Pinot Grigio,,"Pale straw in colour with green edges this Pinot Grigio is a lovely amalgam of floral and tropical notes with distinctive green apple and nashi pear flavours, finishing with grapefruit acidity that creates a clean and lengthy finish.",A refreshing wine that naturally pairs with lighter dishes such as seafood or a cool summer salad.,$9.49 
Josef Drathen  Bedreich Bernkastel Riesling 750 mL,Bereich Bernkastel Ries Drathe750ml,220699,https://www.everythingwine.ca/bereich-bernkastel-ries-drathe,Germany,Mosel,White,Riesling,,,,$12.99 
Hubert Brochard Sancerre Sauvignon Blanc 750 mL,Hubert Brochard Sancerre Sauvignon Blanc 750 ml,221911,https://www.everythingwine.ca/hubert-brochard-sancerre,France,Loire - Sancerre,White,Sauvignon Blanc,,,,$38.98 
Sawmill Creek Dry White  White Blend 750 mL,Sawmill Creek Dry White 750ml,223230,https://www.everythingwine.ca/sawmill-creek-dry-white,Canada,Canada,White,White Blend,,"Pale straw colour; aromas of citrus and apple; dry, light-bodied, crisp lemon and pear fruit flavours, with notes of peach and yellow apple.",,$7.99 
Cono Sur Riesling 750 mL,Cono Sur Riesling 750ml,224824,https://www.everythingwine.ca/cono-sur-riesling,Chile,Central Valley,White,Riesling,,,,$12.98 
Dirty Laundry Vineyard Say Yes Pinot Gris 750 mL,"Dirty Laundry Vineyard ""Say Yes"" Pinot Gris 750ml",225995,https://www.everythingwine.ca/dirty-laundry-say-yes,Canada,BC - Okanagan Valley,White,Pinot Gris,,,,$17.49 
Wolf Blass  Yellow Label Chardonnay 750 mL,Wolf Blass  Yellow Label Chardonnay 750 mL,226860,https://www.everythingwine.ca/w-blass-yellow-lbl-chardonnay,Australia,South Australia,White,Chardonnay,,,,$16.29 
Rodney Strong Sonoma County Chardonnay 750 mL,Rodney Strong Chardonnay 750 mL,226936,https://www.everythingwine.ca/rodney-strong-sonoma-chard,USA,California - Sonoma,White,Chardonnay,,,,$21.99 
DeMorgenzon DMZ Chardonnay 750ml,DeMorgenzon DMZ Chardonnay 750ml,227587,https://www.everythingwine.ca/dmz-chardonnay,South Africa,Stellenbosch,White,Chardonnay,,,,$22.49 
Selbach  Riesling 750ml,Selbach  Riesling 750ml,23242,https://www.everythingwine.ca/selbach-riesling,Germany,Mosel,White,Riesling,,,,$17.99 
Chateau Ste. Michelle  Riesling 750 mL,Chateau Ste Michelle  Riesling 750ml,232512,https://www.everythingwine.ca/csm-riesling,USA,Washington - Columbia Valley,White,Riesling,,,,$15.99 
Le Villageois Blanc White Blend 4.0L,Le Villageois Blanc White Blend 4.0L,234526,https://www.everythingwine.ca/le-villageois-blanc,France,Other,White,White Blend,60%,,,$33.99 
Sawmill Creek Dry White White Blend 1.5 L,Sawmill Creek Dry White 1.5L,235499,https://www.everythingwine.ca/sawmill-creek-dry-white-1-5l,Canada,Canada,White,White Blend,,,,$12.99 
Cedar Creek Winery Chardonnay 750 mL,Cedar Creek Chardonnay 750ml,237974,https://www.everythingwine.ca/cedar-creek-chardonnay,Canada,BC - Okanagan Valley,White,Chardonnay,,,,$18.99 
Santa Julia Pinot Grigio 750 mL,Santa Julia Pinot Grigio 750 mL,239301,https://www.everythingwine.ca/santa-julia-pinot-grigio,Argentina,Mendoza,White,Pinot Grigio,,,,$13.99 
Desert Hills  Unoaked Chard 750 mL ,Desert Hills  Unoaked Chard 750 mL,240960,https://www.everythingwine.ca/desert-hills-unoaked-chard,Canada,BC - Okanagan Valley,White,Chardonnay,,,,$23.98 
Desert Hills Estate & Winery Cactus White White Blend 750 mL ,Desert Hills Cactus Series White White Blend 750 mL,241034,https://www.everythingwine.ca/desert-hills-cactus-white,Canada,BC - Okanagan Valley,White,White Blend,100%,,,$18.98 
Trapiche  Astica Sauvignon Blanc Semillon 750 mL,Trapiche Astica Sauvignon Blanc Semillon 750 mL,243485,https://www.everythingwine.ca/trapiche-astica-sauv-semillon,Argentina,Mendoza,White,White Blend,,,,$10.98 
Rosemount  Traminer Riesling 750 mL,Rosemount  Traminer Riesling 750 mL,244301,https://www.everythingwine.ca/rosemount-traminer-riesling,Australia,McLaren Vale,White,White Blend,,,,$13.29 
Masi  Masianco  Pinot Grigio/Verduzzo 750ml,Masi  Masianco  Pinot Grigio/Verduzzo 750ml,244681,https://www.everythingwine.ca/masi-masianco,Italy,Veneto,White,White Blend,,,,$19.99 
Shafer Vineyards Red Shoulder Ranch Chardonnay 750 mL,Shafer Vineyards Red Shoulder Ranch Chardonnay 750ml,246090,https://www.everythingwine.ca/shafer-rsr-chardonnay,USA,California - Napa Valley,White,Chardonnay,,,,$92.98 
1884 Reservado Viognier 750 mL,1884 Reservado Viognier 750 ml,246165,https://www.everythingwine.ca/1884-reservado-viognier,Argentina,Mendoza,White,Viognier,,,,$17.98 
Voga Pinot Grigio 750 mL,Voga Pinot Grigio 750 mL,248518,https://www.everythingwine.ca/voga-pinot-grigio,Italy,Veneto,White,Pinot Grigio,80%,,,$16.99 
Reichsrat Von Buhl Armand  Riesling 750 mL,Reichsrat Von Buhl Armand  Riesling 750 mL,24984,https://www.everythingwine.ca/reichsrat-von-buhl-armand,Germany,Pfalz,White,Riesling,,,,$26.98 
Henriot Brut Souverain Champagne 750ml,Henriot Brut Souverain Champagne 750ml,25346,https://www.everythingwine.ca/henriot-brut-souverain,France,Champagne,White,Chardonnay,,,,$72.98 
J Lohr  Riverstone  Chardonnay 750 mL,"A fresh, youthful and well textured Chardonnay its no surprise this wine from the J Lohr winery is one of our customer favourites. With flavours of white peach, floral, citrus, baking spices and honey this is a wine that partners exceptionally well with a number of dishes such as Salmon, chicken or an apple and fennel salad.",258699,https://www.everythingwine.ca/j-lohr-riverstone-chard,USA,California,White,Chardonnay,,"Exhibiting youthful hues of light to medium straw. The enticing aromas are reminiscent of  peaches, tangerine, yellow floral, baking spices, vanilla and cocoa. These aromas echo on the palate and are complemented by fresh orange and apricot, balanced with creamy texture. Flavors of crème brûlée and a touch of oak can be found on the long finish.","A wine that can be enjoyed with a diverse range of dishes, we recommend trying this Chardonnay with Salmon in a creamy citrus tarragon sauce or an apple and fennel salad with a citrus vinaigrette.",$23.99 
Dona Paula  Los Cardos Sauvignon Blanc 750 mL,Dona Paula Los Cardos Sauvignon Blanc 750 mL,26161,https://www.everythingwine.ca/dona-paula-los-cardos-sauv-bl,Argentina,Mendoza,White,Sauvignon Blanc,,,,$14.98 
Chartron et Trebuchet Chapelle  Pouilly Fuisse Chardonnay 750 mL,Chartron et Trebuchet Chapelle  Pouilly Fuisse Chardonnay 750ml,264945,https://www.everythingwine.ca/chartron-chapelle-pouilly-fuis,France,Burgundy - Pouilly Fuisse,White,Chardonnay,,,,$38.99 
Oyster Bay Hawke's Bay Pinot Grigio 750 mL,"An elegant, crisp and altogether refreshing wine the Oyster bay Pinot Grigio is light medium bodied with floral aromas and notes off orchard fruit giving way to a tang-laced streak of lemon zest, racy lime and hints of passion fruit flavours. This customer favourite is a wine which pours well on its own and pairs exceptionally well with grilled calamari rings under a squirt of fresh lemon.",26567,https://www.everythingwine.ca/oyster-bay-pinot-grigio,New Zealand,Hawkes Bay,White,Pinot Grigio,,"Subdued aromas of floral notes and orchard fruit give way to a tang-laced streak of lemon zest, racy lime and hints of passion fruit. It's light-medium bodied with a mid-length finish.",Pours well on its own and pairs well with seafood dishes and in our opinion exceptionally well with grilled calamari rings and a touch of fresh lemon.,$19.99 
Two Oceans  Pinot Grigio 750ml,Two Oceans  Pinot Grigio 750ml,267922,https://www.everythingwine.ca/two-oceans-pinot-grigio,South Africa,Western Cape,White,Pinot Grigio,,,,$10.49 
Wine O'Clock Pinot Grigio 750 mL,Wine O'Clock Pinot Grigio 750ml,271247,https://www.everythingwine.ca/wine-o-clock-pinot-grigio,Canada,Canada,White,Pinot Grigio,,,,$9.49 
Screw it! Wines Pinot Grigio 750 mL,Screw it! Pinot Grigio 750ml,272583,https://www.everythingwine.ca/screw-it-pinot-grigio,Canada,Canada,White,Pinot Grigio,80%,,,$8.98 
Sumac Ridge Private Reserve Chardonnay 750 mL,Sumac Ridge Private Reserve Chardonnay 750ml,273128,https://www.everythingwine.ca/sumac-ridge-pr-chardonnay,Canada,BC - Okanagan Valley,White,Chardonnay,,,,$13.99 
Rodney Strong Estate Chalk Hill  Chardonnay 750 mL,Rodney Strong  Chalk Hill  Chardonnay 750ml,275552,https://www.everythingwine.ca/rodney-strong-ch-chardonnay,USA,California,White,Chardonnay,100%,,,$30.49 
Santa Rita  120 Sauvignon Blanc 750 mL,Santa Rita 120 Sauvignon Blanc 750 ml,275586,https://www.everythingwine.ca/santa-rita-120-sauvignon-blanc,Chile,Casablanca Valley,White,Sauvignon Blanc,,,,$11.99 
Santa Rita  Reserva  Sauvignon Blanc 750 mL,Santa Rita  Reserva  Sauvignon Blanc 750 ml,275677,https://www.everythingwine.ca/santa-rita-reserva-sauv-blanc,Chile,Casablanca Valley,White,Sauvignon Blanc,100%,,,$11.99 
Elk Cove Vineyards Willamette Valley Riesling 750 mL,Elk Cove Vineyards Riesling 750 mL,275891,https://www.everythingwine.ca/elk-cove-riesling,USA,Oregon - Willamette Valley,White,Riesling,,,,$39.98 
Rombauer Vineyards Carneros Chardonnay 750 mL,Rombauer Vineyards Carneros Chardonnay 750 mL,277236,https://www.everythingwine.ca/rombauer-chardonnay,USA,California - Carneros,White,Chardonnay,100%,": Decadent and lush, with a mix of toasty oak and exotic tropical and ripe fruit. Well-focused and persistent, this Classic California Chardonnay finishes with a touch of lemon peel and spice, all held together with a generous serving of butter.","Serve with Salmon, frittata, or even Christmas ham! When someone describes a “buttery” Chardonnay, this is likely what they mean!",$63.99 
Alpha Estate AXIA Malagouzia 750ml,Alpha Estate AXIA Malagouzia 750ml,280164,https://www.everythingwine.ca/alpha-estate-malagouzia,Greece,Other,White,Malagouzia,,"Brilliantly, light yellow in color with greenish tints. Strong and lively nose, typical Malagouzia, suggesting rose petal with floral aromas and sweet spices, melon, litchi with a note of honeysuckle. Round and mellow on the palate, fat but balanced, high in alcohol with plenty of finesse. Well structured, reminding the nose aromas with a hint of rosemary. A richly textured wine with superb length and balance. A classy wine with long finish and persistent aromas.","Excellently married with green salads, baked vegetables, pasta, low fat fishes and a wide variety of Greek sea food ""Meze"".",$25.98 
Villa Teresa  Chardonnay organic 750 ml,Villa Teresa  Chardonnay organic 750 ml,28134,https://www.everythingwine.ca/villa-teresa-chardonnay,Italy,Veneto,White,Chardonnay,,,,$16.98 
Santa Margherita Pinot Grigio 375 mL,Santa Margherita Pinot Grigio 375 mL,282434,https://www.everythingwine.ca/santa-margherita-grigio-375ml,Italy,Trentino-Alto Adige,White,Pinot Grigio,,,,$15.98 
Oxford Landing  Chardonnay 750 ml ,Oxford Landing  Chardonnay 750 ml,283671,https://www.everythingwine.ca/oxford-landing-chardonnay,Australia,South Australia,White,Chardonnay,80%,,,$13.98 
Concha Y Toro  Frontera Sauvignon Blanc 1.5 L,Concha Y Toro Frontera Sauvignon Blanc 1.5 L,284893,https://www.everythingwine.ca/concha-y-toro-f-sauv-blanc-1-5,Chile,Maipo Valley,White,Sauvignon Blanc,,,,$13.99 
Cave de Saumur Les Pouches Chenin Blanc 750ml,Cave de Saumur Les Pouches Chenin Blanc 750ml,284968,https://www.everythingwine.ca/cave-de-saumur-les-pouches,France,Loire,White,Chenin Blanc,,,,$24.98 
Errazuriz Sauvignon Blanc 750 mL,Errazuriz Sauvignon Blanc 750ml,286385,https://www.everythingwine.ca/errazuriz-sauvignon-blanc,Chile,Casablanca Valley,White,Sauvignon Blanc,,,,$13.49 
Jacob's Creek  Chardonnay 750 mL,Jacob's Creek  Chardonnay 750 mL,286898,https://www.everythingwine.ca/jacob-s-creek-chardonnay,Australia,South Australia,White,Chardonnay,,,,$9.99 
Liberty School  Chardonnay 750 mL,Liberty School  Chardonnay 750ml,288241,https://www.everythingwine.ca/liberty-school-chardonnay,USA,California,White,Chardonnay,,,,$23.99 
Fetzer Sundial Chardonnay 750 mL,Fetzer Chardonnay 750 mL,291674,https://www.everythingwine.ca/fetzer-chardonnay,USA,California - Sonoma,White,Chardonnay,,,,$13.99 
Stoneleigh Marlborough Sauvignon Blanc 750 mL,"With aromas of lifted tropical fruit, dominated by passionfruit, citrus blossom and grapefruit, the complex palate featuring ripe tropical fruit, melon and stone fruit flavours shall not disappoint. A customer favourite and a great example of a New Zealand Sauvignon Blanc that pairs well with light white meat dishes and seafood.",293043,https://www.everythingwine.ca/stoneleigh-sauvignon-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,,"Vibrant and lively the colour is light straw with subtle green highlights. The aromas of this Sauvignon Blanc shall not disappoint, displaying lifted tropical fruit aromas, with the dominance of passionfruit, citrus blossom and grapefruit. This leads to a complex palate featuring ripe tropical fruit, melon and stone fruit flavours with a minerality that is balanced by a tight and fresh acidity.",Enjoy on its own slightly chilled or with delicate white meat dishes and seafood.,$17.29 
Big House  California White White Blend 750 mL,Big House White White Blend 750ml,293811,https://www.everythingwine.ca/big-house-white,USA,California - Central Coast,White,White Blend,,"A captivating blend of aromatic white grapes. A nose that carries the vibrancy of spring and white flowers and lychee fruit. The palate opens up to tropical fruits, dried apricot and white peaches. This wine finishes strong with a cleansing citrus zest th","A perfect accompaniment with fresh fish, Asian cuisine or even summer fruit salads. A great Summer value wine!",$13.98 
Kendall Jackson  Vintner's Reserve  Chardonnay 750 mL,Kendall Jackson  Vintners Reserve  Chardonnay 750 mL,296566,https://www.everythingwine.ca/kendall-jackson-chardonnay,USA,California,White,Chardonnay,,,,$21.99 
La Vieille Ferme White Blend 750ml,La Vieille Ferme White Blend 750ml,298505,https://www.everythingwine.ca/la-vieille-ferme-white,France,Rhone - Cotes du Luberon,White,White Blend,,,,$12.99 
Giesen Marlborough Sauvignon Blanc 750 mL,Giesen Sauvignon Blanc 750 mL,298679,https://www.everythingwine.ca/giesen-sauv-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,,,,$17.29 
Mission Hill Family Estate Five Vineyards Pinot Blanc 750 mL,Mission Hill Family Estate Five Vineyards Pinot Blanc 750 mL,300301,https://www.everythingwine.ca/mh-5vy-pinot-blanc,Canada,BC - Okanagan Valley,White,Pinot Blanc,,,,$14.99 
Whitehaven Marlborough Sauvignon Blanc 750 mL,"The Whitehaven Sauvignon Blanc recently won a Mundus Vini gold award during the 2017 spring tasting, underlining why this vibrant and fruity wine continues to be a customer favourite. With a fragrant bouquet and a fruity taste that lingers on a long clean finish this wine partners well with summer salads, poultry and shellfish.",300368,https://www.everythingwine.ca/whitehaven-sauv-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,,"After a fragrant introduction providing an array of gooseberry, blackcurrant leaf, boxwood, greengage plums, and a hint of tropical fruit. This medium bodied Sauvignon Blanc has a vibrant acidity supporting bright, fragrant fruit flavours that linger on a long, clean finish.","This wine is a perfect accompaniment to summer salads, poultry and shellfish, such as Marlborough’s famous green-lipped mussels. Also try it with lobster and white fish.",$17.49 
Ca del Bosco Brut Sparkling 750 mL,Ca del Bosco Brut Sparkling 750 mL,30122,https://www.everythingwine.ca/ca-del-bosco-brut,Italy,Lombardy - Franciacorta,White,White Blend,,,,$53.98 
Charles Smith Wines Kung Fu Girl  Riesling 750 mL,Charles Smith Wines Kung Fu Girl Riesling 750 mL,301671,https://www.everythingwine.ca/kung-fu-girl-riesling,USA,Washington,White,Riesling,70%,,"This highly versatile white wine is carefully created with just enough sweet and sour to counterbalance the savory spice of many Asian dishes.  It comes off with a very refreshing tasting experience that goes perfectly with hot noodles, spicy chicken, Kun",$19.99 
Lindemans  Premier Selection Chardonnay 750 mL,Lindemans Premier Selection Chardonnay 750 ml,303412,https://www.everythingwine.ca/lindemans-premier-chard,Australia,South Eastern Australia,White,Chardonnay,,,,$10.98 
San Pedro Gato Negro Sauvignon Blanc 1.5 L,Gato Negro Sauvignon Blanc 1.5 L,303982,https://www.everythingwine.ca/gato-negro-sauv-blanc-1-5-l,Chile,Aconcagua Valley,White,Sauvignon Blanc,,,,$13.79 
Adelsheim Willamette Valley Chardonnay 750 mL,Adelsheim Willamette Valley Chardonnay 750 mL,304162,https://www.everythingwine.ca/adelsheim-chardonnay,USA,Oregon - Willamette Valley,White,Chardonnay,,,,$44.98 
Cloudy Bay Sauvignon Blanc 750 mL,Cloudy Bay Sauvignon Blanc 750 mL,304469,https://www.everythingwine.ca/cloudy-bay-sauv-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,100%,,,$35.99 
Naked Grape  Chardonnay 750 mL,Naked Grape  Chardonnay 750 ml,306100,https://www.everythingwine.ca/naked-grape-chardonnay,Canada,Canada,White,Chardonnay,,,,$10.98 
Cono Sur  Torcornal Sauvignon Blanc 1.5 L,Cono Sur  Torcornal Sauvignon Blanc 1.5 L,306472,https://www.everythingwine.ca/tocornal-sauv-blanc-1-5,Chile,Central Valley,White,Sauvignon Blanc,80%,,,$15.98 
